Market Name,Commodity,Modal Price (Rs./Quintal),Price Date
Patna,Rice,2474.0,19 Mar 2025
Patna,Rice,2480.0,20 Mar 2025
Patna,Rice,2684.0,21 Mar 2025
Patna,Rice,2392.0,22 Mar 2025
Patna,Rice,2493.0,23 Mar 2025
Patna,Rice,2374.0,24 Mar 2025
Patna,Rice,2613.0,25 Mar 2025
Patna,Rice,2704.0,26 Mar 2025
Patna,Rice,2609.0,27 Mar 2025
Patna,Rice,2484.0,28 Mar 2025
Patna,Rice,2547.0,29 Mar 2025
Patna,Rice,2336.0,30 Mar 2025
Patna,Rice,2414.0,31 Mar 2025
Patna,Rice,2518.0,01 Apr 2025
Patna,Rice,2546.0,02 Apr 2025
Patna,Rice,2469.0,03 Apr 2025
Patna,Rice,2436.0,04 Apr 2025
Patna,Rice,2371.0,05 Apr 2025
Patna,Rice,2528.0,06 Apr 2025
Patna,Rice,2317.0,07 Apr 2025
Patna,Rice,2573.0,08 Apr 2025
Patna,Rice,2505.0,09 Apr 2025
Patna,Rice,2401.0,10 Apr 2025
Patna,Rice,2574.0,11 Apr 2025
Patna,Rice,2608.0,12 Apr 2025
Patna,Rice,2466.0,13 Apr 2025
Patna,Rice,2516.0,14 Apr 2025
Patna,Rice,2511.0,15 Apr 2025
Patna,Rice,2528.0,16 Apr 2025
Patna,Rice,2454.0,17 Apr 2025
Patna,Rice,2393.0,18 Apr 2025
Patna,Rice,2403.0,19 Apr 2025
Patna,Rice,2417.0,20 Apr 2025
Patna,Rice,2484.0,21 Apr 2025
Patna,Rice,2605.0,22 Apr 2025
Patna,Rice,2457.0,23 Apr 2025
Patna,Rice,2579.0,24 Apr 2025
Patna,Rice,2479.0,25 Apr 2025
Patna,Rice,2428.0,26 Apr 2025
Patna,Rice,2587.0,27 Apr 2025
Patna,Rice,2483.0,28 Apr 2025
Patna,Rice,2495.0,29 Apr 2025
Patna,Rice,2369.0,30 Apr 2025
Patna,Rice,2652.0,01 May 2025
Patna,Rice,2492.0,02 May 2025
Patna,Rice,2335.0,03 May 2025
Patna,Rice,2503.0,04 May 2025
Patna,Rice,2679.0,05 May 2025
Patna,Rice,2526.0,06 May 2025
Patna,Rice,2394.0,07 May 2025
Patna,Rice,2490.0,08 May 2025
Patna,Rice,2346.0,09 May 2025
Patna,Rice,2506.0,10 May 2025
Patna,Rice,2479.0,11 May 2025
Patna,Rice,2399.0,12 May 2025
Patna,Rice,2486.0,13 May 2025
Patna,Rice,2511.0,14 May 2025
Patna,Rice,2310.0,15 May 2025
Patna,Rice,2409.0,16 May 2025
Patna,Rice,2546.0,17 May 2025
Patna,Rice,2340.0,18 May 2025
Patna,Rice,2295.0,19 May 2025
Patna,Rice,2560.0,20 May 2025
Patna,Rice,2410.0,21 May 2025
Patna,Rice,2516.0,22 May 2025
Patna,Rice,2620.0,23 May 2025
Patna,Rice,2619.0,24 May 2025
Patna,Rice,2454.0,25 May 2025
Patna,Rice,2417.0,26 May 2025
Patna,Rice,2411.0,27 May 2025
Patna,Rice,2548.0,28 May 2025
Patna,Rice,2384.0,29 May 2025
Patna,Rice,2535.0,30 May 2025
Patna,Rice,2480.0,31 May 2025
Patna,Rice,2603.0,01 Jun 2025
Patna,Rice,2429.0,02 Jun 2025
Patna,Rice,2441.0,03 Jun 2025
Patna,Rice,2423.0,04 Jun 2025
Patna,Rice,2444.0,05 Jun 2025
Patna,Rice,2440.0,06 Jun 2025
Patna,Rice,2632.0,07 Jun 2025
Patna,Rice,2410.0,08 Jun 2025
Patna,Rice,2406.0,09 Jun 2025
Patna,Rice,2498.0,10 Jun 2025
Patna,Rice,2525.0,11 Jun 2025
Patna,Rice,2319.0,12 Jun 2025
Patna,Rice,2505.0,13 Jun 2025
Patna,Rice,2551.0,14 Jun 2025
Patna,Rice,2559.0,15 Jun 2025
Patna,Rice,2650.0,16 Jun 2025
Patna,Rice,2524.0,17 Jun 2025
Patna,Rice,2505.0,18 Jun 2025
Patna,Rice,2621.0,19 Jun 2025
Patna,Rice,2439.0,20 Jun 2025
Patna,Rice,2418.0,21 Jun 2025
Patna,Rice,2607.0,22 Jun 2025
Patna,Rice,2376.0,23 Jun 2025
Patna,Rice,2503.0,24 Jun 2025
Patna,Rice,2430.0,25 Jun 2025
Patna,Rice,2446.0,26 Jun 2025
Patna,Rice,2412.0,27 Jun 2025
Patna,Rice,2641.0,28 Jun 2025
Patna,Rice,2600.0,29 Jun 2025
Patna,Rice,2381.0,30 Jun 2025
Patna,Rice,2477.0,01 Jul 2025
Patna,Rice,2523.0,02 Jul 2025
Patna,Rice,2458.0,03 Jul 2025
Patna,Rice,2368.0,04 Jul 2025
Patna,Rice,2483.0,05 Jul 2025
Patna,Rice,2455.0,06 Jul 2025
Patna,Rice,2656.0,07 Jul 2025
Patna,Rice,2429.0,08 Jul 2025
Patna,Rice,2435.0,09 Jul 2025
Patna,Rice,2500.0,10 Jul 2025
Patna,Rice,2397.0,11 Jul 2025
Patna,Rice,2402.0,12 Jul 2025
Patna,Rice,2472.0,13 Jul 2025
Patna,Rice,2451.0,14 Jul 2025
Patna,Rice,2423.0,15 Jul 2025
Patna,Rice,2475.0,16 Jul 2025
Patna,Rice,2498.0,17 Jul 2025
Patna,Rice,2490.0,18 Jul 2025
Patna,Rice,2442.0,19 Jul 2025
Patna,Rice,2367.0,20 Jul 2025
Patna,Rice,2464.0,21 Jul 2025
Patna,Rice,2499.0,22 Jul 2025
Patna,Rice,2311.0,23 Jul 2025
Patna,Rice,2476.0,24 Jul 2025
Patna,Rice,2572.0,25 Jul 2025
Patna,Rice,2491.0,26 Jul 2025
Patna,Rice,2566.0,27 Jul 2025
Patna,Rice,2594.0,28 Jul 2025
Patna,Rice,2353.0,29 Jul 2025
Patna,Rice,2423.0,30 Jul 2025
Muzaffarpur,Rice,2443.0,15 Aug 2024
Muzaffarpur,Rice,2529.0,16 Aug 2024
Muzaffarpur,Rice,2596.0,17 Aug 2024
Muzaffarpur,Rice,2522.0,18 Aug 2024
Muzaffarpur,Rice,2355.0,19 Aug 2024
Muzaffarpur,Rice,2591.0,20 Aug 2024
Muzaffarpur,Rice,2326.0,21 Aug 2024
Muzaffarpur,Rice,2590.0,22 Aug 2024
Muzaffarpur,Rice,2304.0,23 Aug 2024
Muzaffarpur,Rice,2387.0,24 Aug 2024
Muzaffarpur,Rice,2658.0,25 Aug 2024
Muzaffarpur,Rice,2486.0,26 Aug 2024
Muzaffarpur,Rice,2471.0,27 Aug 2024
Muzaffarpur,Rice,2486.0,28 Aug 2024
Muzaffarpur,Rice,2601.0,29 Aug 2024
Muzaffarpur,Rice,2549.0,30 Aug 2024
Muzaffarpur,Rice,2518.0,31 Aug 2024
Muzaffarpur,Rice,2591.0,01 Sep 2024
Muzaffarpur,Rice,2518.0,02 Sep 2024
Muzaffarpur,Rice,2399.0,03 Sep 2024
Muzaffarpur,Rice,2540.0,04 Sep 2024
Muzaffarpur,Rice,2359.0,05 Sep 2024
Muzaffarpur,Rice,2345.0,06 Sep 2024
Muzaffarpur,Rice,2351.0,07 Sep 2024
Muzaffarpur,Rice,2639.0,08 Sep 2024
Muzaffarpur,Rice,2469.0,09 Sep 2024
Muzaffarpur,Rice,2562.0,10 Sep 2024
Muzaffarpur,Rice,2575.0,11 Sep 2024
Muzaffarpur,Rice,2478.0,12 Sep 2024
Muzaffarpur,Rice,2492.0,13 Sep 2024
Muzaffarpur,Rice,2447.0,14 Sep 2024
Muzaffarpur,Rice,2662.0,15 Sep 2024
Muzaffarpur,Rice,2440.0,16 Sep 2024
Muzaffarpur,Rice,2476.0,17 Sep 2024
Muzaffarpur,Rice,2449.0,18 Sep 2024
Muzaffarpur,Rice,2552.0,19 Sep 2024
Muzaffarpur,Rice,2440.0,20 Sep 2024
Muzaffarpur,Rice,2446.0,21 Sep 2024
Muzaffarpur,Rice,2540.0,22 Sep 2024
Muzaffarpur,Rice,2485.0,23 Sep 2024
Muzaffarpur,Rice,2439.0,24 Sep 2024
Muzaffarpur,Rice,2494.0,25 Sep 2024
Muzaffarpur,Rice,2404.0,26 Sep 2024
Muzaffarpur,Rice,2333.0,27 Sep 2024
Muzaffarpur,Rice,2403.0,28 Sep 2024
Muzaffarpur,Rice,2418.0,29 Sep 2024
Muzaffarpur,Rice,2467.0,30 Sep 2024
Muzaffarpur,Rice,2551.0,01 Oct 2024
Muzaffarpur,Rice,2528.0,02 Oct 2024
Muzaffarpur,Rice,2334.0,03 Oct 2024
Muzaffarpur,Rice,2385.0,04 Oct 2024
Muzaffarpur,Rice,2431.0,05 Oct 2024
Muzaffarpur,Rice,2524.0,06 Oct 2024
Muzaffarpur,Rice,2485.0,07 Oct 2024
Muzaffarpur,Rice,2551.0,08 Oct 2024
Muzaffarpur,Rice,2427.0,09 Oct 2024
Muzaffarpur,Rice,2412.0,10 Oct 2024
Muzaffarpur,Rice,2591.0,11 Oct 2024
Muzaffarpur,Rice,2448.0,12 Oct 2024
Muzaffarpur,Rice,2441.0,13 Oct 2024
Muzaffarpur,Rice,2477.0,14 Oct 2024
Muzaffarpur,Rice,2672.0,15 Oct 2024
Muzaffarpur,Rice,2516.0,16 Oct 2024
Muzaffarpur,Rice,2452.0,17 Oct 2024
Muzaffarpur,Rice,2438.0,18 Oct 2024
Muzaffarpur,Rice,2440.0,19 Oct 2024
Muzaffarpur,Rice,2600.0,20 Oct 2024
Muzaffarpur,Rice,2489.0,21 Oct 2024
Muzaffarpur,Rice,2411.0,22 Oct 2024
Muzaffarpur,Rice,2538.0,23 Oct 2024
Muzaffarpur,Rice,2560.0,24 Oct 2024
Muzaffarpur,Rice,2690.0,25 Oct 2024
Muzaffarpur,Rice,2577.0,26 Oct 2024
Muzaffarpur,Rice,2603.0,27 Oct 2024
Muzaffarpur,Rice,2674.0,28 Oct 2024
Muzaffarpur,Rice,2625.0,29 Oct 2024
Muzaffarpur,Rice,2487.0,30 Oct 2024
Muzaffarpur,Rice,2555.0,31 Oct 2024
Muzaffarpur,Rice,2128.0,01 Nov 2024
Muzaffarpur,Rice,1954.0,02 Nov 2024
Muzaffarpur,Rice,1972.0,03 Nov 2024
Muzaffarpur,Rice,1927.0,04 Nov 2024
Muzaffarpur,Rice,2066.0,05 Nov 2024
Muzaffarpur,Rice,1907.0,06 Nov 2024
Muzaffarpur,Rice,1985.0,07 Nov 2024
Muzaffarpur,Rice,1928.0,08 Nov 2024
Muzaffarpur,Rice,1952.0,09 Nov 2024
Muzaffarpur,Rice,2075.0,10 Nov 2024
Muzaffarpur,Rice,2010.0,11 Nov 2024
Muzaffarpur,Rice,1999.0,12 Nov 2024
Muzaffarpur,Rice,1934.0,13 Nov 2024
Muzaffarpur,Rice,2067.0,14 Nov 2024
Muzaffarpur,Rice,2065.0,15 Nov 2024
Muzaffarpur,Rice,2050.0,16 Nov 2024
Muzaffarpur,Rice,2034.0,17 Nov 2024
Muzaffarpur,Rice,2087.0,18 Nov 2024
Muzaffarpur,Rice,2027.0,19 Nov 2024
Muzaffarpur,Rice,1951.0,20 Nov 2024
Muzaffarpur,Rice,1990.0,21 Nov 2024
Muzaffarpur,Rice,2130.0,22 Nov 2024
Muzaffarpur,Rice,2020.0,23 Nov 2024
Muzaffarpur,Rice,2078.0,24 Nov 2024
Muzaffarpur,Rice,1860.0,25 Nov 2024
Muzaffarpur,Rice,2081.0,26 Nov 2024
Muzaffarpur,Rice,2055.0,27 Nov 2024
Muzaffarpur,Rice,2018.0,28 Nov 2024
Muzaffarpur,Rice,2083.0,29 Nov 2024
Muzaffarpur,Rice,2206.0,30 Nov 2024
Muzaffarpur,Rice,2153.0,01 Dec 2024
Muzaffarpur,Rice,2044.0,02 Dec 2024
Muzaffarpur,Rice,2179.0,03 Dec 2024
Muzaffarpur,Rice,1984.0,04 Dec 2024
Muzaffarpur,Rice,1932.0,05 Dec 2024
Muzaffarpur,Rice,2049.0,06 Dec 2024
Muzaffarpur,Rice,2039.0,07 Dec 2024
Muzaffarpur,Rice,2047.0,08 Dec 2024
Muzaffarpur,Rice,2051.0,09 Dec 2024
Muzaffarpur,Rice,1925.0,10 Dec 2024
Muzaffarpur,Rice,2088.0,11 Dec 2024
Muzaffarpur,Rice,1929.0,12 Dec 2024
Muzaffarpur,Rice,2008.0,13 Dec 2024
Muzaffarpur,Rice,2085.0,14 Dec 2024
Muzaffarpur,Rice,2051.0,15 Dec 2024
Muzaffarpur,Rice,1879.0,16 Dec 2024
Muzaffarpur,Rice,2071.0,17 Dec 2024
Muzaffarpur,Rice,1983.0,18 Dec 2024
Muzaffarpur,Rice,1992.0,19 Dec 2024
Muzaffarpur,Rice,2038.0,20 Dec 2024
Muzaffarpur,Rice,1879.0,21 Dec 2024
Muzaffarpur,Rice,1929.0,22 Dec 2024
Muzaffarpur,Rice,1901.0,23 Dec 2024
Muzaffarpur,Rice,1957.0,24 Dec 2024
Muzaffarpur,Rice,1905.0,25 Dec 2024
Muzaffarpur,Rice,2001.0,26 Dec 2024
Muzaffarpur,Rice,2074.0,27 Dec 2024
Muzaffarpur,Rice,1982.0,28 Dec 2024
Muzaffarpur,Rice,1997.0,29 Dec 2024
Muzaffarpur,Rice,2159.0,30 Dec 2024
Muzaffarpur,Rice,1972.0,31 Dec 2024
Muzaffarpur,Rice,2461.0,01 Jan 2025
Muzaffarpur,Rice,2486.0,02 Jan 2025
Muzaffarpur,Rice,2283.0,03 Jan 2025
Muzaffarpur,Rice,2515.0,04 Jan 2025
Muzaffarpur,Rice,2277.0,05 Jan 2025
Muzaffarpur,Rice,2535.0,06 Jan 2025
Muzaffarpur,Rice,2322.0,07 Jan 2025
Muzaffarpur,Rice,2612.0,08 Jan 2025
Muzaffarpur,Rice,2555.0,09 Jan 2025
Muzaffarpur,Rice,2522.0,10 Jan 2025
Muzaffarpur,Rice,2714.0,11 Jan 2025
Muzaffarpur,Rice,2296.0,12 Jan 2025
Muzaffarpur,Rice,2383.0,13 Jan 2025
Muzaffarpur,Rice,2516.0,14 Jan 2025
Muzaffarpur,Rice,2674.0,15 Jan 2025
Muzaffarpur,Rice,2468.0,16 Jan 2025
Muzaffarpur,Rice,2407.0,17 Jan 2025
Muzaffarpur,Rice,2544.0,18 Jan 2025
Muzaffarpur,Rice,2411.0,19 Jan 2025
Muzaffarpur,Rice,2629.0,20 Jan 2025
Muzaffarpur,Rice,2546.0,21 Jan 2025
Muzaffarpur,Rice,2304.0,22 Jan 2025
Muzaffarpur,Rice,2387.0,23 Jan 2025
Muzaffarpur,Rice,2531.0,24 Jan 2025
Muzaffarpur,Rice,2485.0,25 Jan 2025
Muzaffarpur,Rice,2533.0,26 Jan 2025
Muzaffarpur,Rice,2446.0,27 Jan 2025
Muzaffarpur,Rice,2395.0,28 Jan 2025
Muzaffarpur,Rice,2655.0,29 Jan 2025
Muzaffarpur,Rice,2468.0,30 Jan 2025
Muzaffarpur,Rice,2541.0,31 Jan 2025
Muzaffarpur,Rice,2377.0,01 Feb 2025
Muzaffarpur,Rice,2466.0,02 Feb 2025
Muzaffarpur,Rice,2421.0,03 Feb 2025
Muzaffarpur,Rice,2365.0,04 Feb 2025
Muzaffarpur,Rice,2585.0,05 Feb 2025
Muzaffarpur,Rice,2519.0,06 Feb 2025
Muzaffarpur,Rice,2507.0,07 Feb 2025
Muzaffarpur,Rice,2516.0,08 Feb 2025
Muzaffarpur,Rice,2697.0,09 Feb 2025
Muzaffarpur,Rice,2505.0,10 Feb 2025
Muzaffarpur,Rice,2466.0,11 Feb 2025
Muzaffarpur,Rice,2495.0,12 Feb 2025
Muzaffarpur,Rice,2289.0,13 Feb 2025
Muzaffarpur,Rice,2361.0,14 Feb 2025
Muzaffarpur,Rice,2272.0,15 Feb 2025
Muzaffarpur,Rice,2423.0,16 Feb 2025
Muzaffarpur,Rice,2528.0,17 Feb 2025
Muzaffarpur,Rice,2502.0,18 Feb 2025
Muzaffarpur,Rice,2439.0,19 Feb 2025
Muzaffarpur,Rice,2431.0,20 Feb 2025
Muzaffarpur,Rice,2447.0,21 Feb 2025
Muzaffarpur,Rice,2430.0,22 Feb 2025
Muzaffarpur,Rice,2575.0,23 Feb 2025
Muzaffarpur,Rice,2525.0,24 Feb 2025
Muzaffarpur,Rice,2354.0,25 Feb 2025
Muzaffarpur,Rice,2518.0,26 Feb 2025
Muzaffarpur,Rice,2710.0,27 Feb 2025
Muzaffarpur,Rice,2622.0,28 Feb 2025
Muzaffarpur,Rice,2549.0,01 Mar 2025
Muzaffarpur,Rice,2649.0,02 Mar 2025
Muzaffarpur,Rice,2717.0,03 Mar 2025
Muzaffarpur,Rice,2604.0,04 Mar 2025
Muzaffarpur,Rice,2466.0,05 Mar 2025
Muzaffarpur,Rice,2458.0,06 Mar 2025
Muzaffarpur,Rice,2519.0,07 Mar 2025
Muzaffarpur,Rice,2433.0,08 Mar 2025
Muzaffarpur,Rice,2666.0,09 Mar 2025
Muzaffarpur,Rice,2388.0,10 Mar 2025
Muzaffarpur,Rice,2294.0,11 Mar 2025
Muzaffarpur,Rice,2519.0,12 Mar 2025
Muzaffarpur,Rice,2418.0,13 Mar 2025
Muzaffarpur,Rice,2635.0,14 Mar 2025
Muzaffarpur,Rice,2485.0,15 Mar 2025
Muzaffarpur,Rice,2589.0,16 Mar 2025
Muzaffarpur,Rice,2547.0,17 Mar 2025
Muzaffarpur,Rice,2291.0,18 Mar 2025
Muzaffarpur,Rice,2490.0,19 Mar 2025
Muzaffarpur,Rice,2449.0,20 Mar 2025
Muzaffarpur,Rice,2558.0,21 Mar 2025
Muzaffarpur,Rice,2405.0,22 Mar 2025
Muzaffarpur,Rice,2426.0,23 Mar 2025
Muzaffarpur,Rice,2679.0,24 Mar 2025
Muzaffarpur,Rice,2652.0,25 Mar 2025
Muzaffarpur,Rice,2617.0,26 Mar 2025
Muzaffarpur,Rice,2675.0,27 Mar 2025
Muzaffarpur,Rice,2596.0,28 Mar 2025
Muzaffarpur,Rice,2451.0,29 Mar 2025
Muzaffarpur,Rice,2698.0,30 Mar 2025
Muzaffarpur,Rice,2621.0,31 Mar 2025
Muzaffarpur,Rice,2643.0,01 Apr 2025
Muzaffarpur,Rice,2537.0,02 Apr 2025
Muzaffarpur,Rice,2257.0,03 Apr 2025
Muzaffarpur,Rice,2532.0,04 Apr 2025
